areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2022-05-02,10343,18581222,8744,17609298,1599,971924
nation,England,E92000001,2022-05-01,7718,18570879,6638,17600554,1080,970325
nation,England,E92000001,2022-04-30,6863,18563161,5944,17593916,919,969245
nation,England,E92000001,2022-04-29,7992,18556298,6860,17587972,1132,968326
nation,England,E92000001,2022-04-28,9057,18548306,7721,17581112,1336,967194
nation,England,E92000001,2022-04-27,10120,18539249,8630,17573391,1490,965858
nation,England,E92000001,2022-04-26,11294,18529129,9635,17564761,1659,964368
nation,England,E92000001,2022-04-25,13401,18517835,11283,17555126,2118,962709
nation,England,E92000001,2022-04-24,11867,18504434,10248,17543843,1619,960591
nation,England,E92000001,2022-04-23,10572,18492567,9263,17533595,1309,958972
nation,England,E92000001,2022-04-22,12528,18481995,10856,17524332,1672,957663
nation,England,E92000001,2022-04-21,14520,18469467,12571,17513476,1949,955991
nation,England,E92000001,2022-04-20,16973,18454947,14772,17500905,2201,954042
nation,England,E92000001,2022-04-19,20595,18437974,17778,17486133,2817,951841
nation,England,E92000001,2022-04-18,20567,18417379,17874,17468355,2693,949024
nation,England,E92000001,2022-04-17,16262,18396812,14390,17450481,1872,946331
nation,England,E92000001,2022-04-16,16091,18380550,14362,17436091,1729,944459
nation,England,E92000001,2022-04-15,17306,18364459,15382,17421729,1924,942730
nation,England,E92000001,2022-04-14,21435,18347153,18975,17406347,2460,940806
nation,England,E92000001,2022-04-13,25507,18325718,22618,17387372,2889,938346
nation,England,E92000001,2022-04-12,27383,18300211,24179,17364754,3204,935457
nation,England,E92000001,2022-04-11,30598,18272828,26942,17340575,3656,932253
nation,England,E92000001,2022-04-10,25641,18242230,22870,17313633,2771,928597
nation,England,E92000001,2022-04-09,23015,18216589,20509,17290763,2506,925826
nation,England,E92000001,2022-04-08,27393,18193574,24310,17270254,3083,923320
nation,England,E92000001,2022-04-07,31746,18166181,27980,17245944,3766,920237
nation,England,E92000001,2022-04-06,36891,18134435,32602,17217964,4289,916471
nation,England,E92000001,2022-04-05,40393,18097544,35749,17185362,4644,912182
nation,England,E92000001,2022-04-04,45142,18057151,39810,17149613,5332,907538
nation,England,E92000001,2022-04-03,35605,18012009,31744,17109803,3861,902206
nation,England,E92000001,2022-04-02,31610,17976404,28262,17078059,3348,898345
nation,England,E92000001,2022-04-01,40343,17944794,35906,17049797,4437,894997
nation,England,E92000001,2022-03-31,45881,17904451,40709,17013891,5172,890560
nation,England,E92000001,2022-03-30,62750,17858570,55347,16973182,7403,885388
nation,England,E92000001,2022-03-29,67440,17795820,59378,16917835,8062,877985
nation,England,E92000001,2022-03-28,78912,17728380,69237,16858457,9675,869923
nation,England,E92000001,2022-03-27,58001,17649468,51350,16789220,6651,860248
nation,England,E92000001,2022-03-26,51778,17591467,46260,16737870,5518,853597
nation,England,E92000001,2022-03-25,60259,17539689,53552,16691610,6707,848079
nation,England,E92000001,2022-03-24,68604,17479430,60941,16638058,7663,841372
nation,England,E92000001,2022-03-23,77598,17410826,68845,16577117,8753,833709
nation,England,E92000001,2022-03-22,81847,17333228,72559,16508272,9288,824956
nation,England,E92000001,2022-03-21,89909,17251381,79361,16435713,10548,815668
nation,England,E92000001,2022-03-20,66905,17161472,59478,16356352,7427,805120
nation,England,E92000001,2022-03-19,55212,17094567,49583,16296874,5629,797693
nation,England,E92000001,2022-03-18,61907,17039355,55421,16247291,6486,792064
nation,England,E92000001,2022-03-17,67687,16977448,60472,16191870,7215,785578
nation,England,E92000001,2022-03-16,73954,16909761,66033,16131398,7921,778363
nation,England,E92000001,2022-03-15,74103,16835807,66270,16065365,7833,770442
nation,England,E92000001,2022-03-14,79518,16761704,70931,15999095,8587,762609
nation,England,E92000001,2022-03-13,60271,16682186,53987,15928164,6284,754022
nation,England,E92000001,2022-03-12,49163,16621915,44267,15874177,4896,747738
nation,England,E92000001,2022-03-11,52272,16572752,47066,15829910,5206,742842
nation,England,E92000001,2022-03-10,54301,16520480,48777,15782844,5524,737636
nation,England,E92000001,2022-03-09,55492,16466179,49875,15734067,5617,732112
nation,England,E92000001,2022-03-08,52343,16410687,47058,15684192,5285,726495
nation,England,E92000001,2022-03-07,50983,16358344,45549,15637134,5434,721210
nation,England,E92000001,2022-03-06,35914,16307361,32402,15591585,3512,715776
nation,England,E92000001,2022-03-05,28508,16271447,25911,15559183,2597,712264
nation,England,E92000001,2022-03-04,30605,16242939,27716,15533272,2889,709667
nation,England,E92000001,2022-03-03,31533,16212334,28490,15505556,3043,706778
nation,England,E92000001,2022-03-02,33361,16180801,30086,15477066,3275,703735
nation,England,E92000001,2022-03-01,31863,16147440,28987,15446980,2876,700460
nation,England,E92000001,2022-02-28,31865,16115577,28815,15417993,3050,697584
nation,England,E92000001,2022-02-27,22165,16083712,20134,15389178,2031,694534
nation,England,E92000001,2022-02-26,17604,16061547,16127,15369044,1477,692503
nation,England,E92000001,2022-02-25,19532,16043943,17766,15352917,1766,691026
nation,England,E92000001,2022-02-24,21883,16024411,19801,15335151,2082,689260
nation,England,E92000001,2022-02-23,26008,16002528,23618,15315350,2390,687178
nation,England,E92000001,2022-02-22,28017,15976520,25328,15291732,2689,684788
nation,England,E92000001,2022-02-21,33034,15948503,29914,15266404,3120,682099
nation,England,E92000001,2022-02-20,28410,15915469,25903,15236490,2507,678979
nation,England,E92000001,2022-02-19,26429,15887059,24156,15210587,2273,676472
nation,England,E92000001,2022-02-18,24924,15860630,22667,15186431,2257,674199
nation,England,E92000001,2022-02-17,34168,15835706,30958,15163764,3210,671942
nation,England,E92000001,2022-02-16,39444,15801538,35727,15132806,3717,668732
nation,England,E92000001,2022-02-15,40145,15762094,36339,15097079,3806,665015
nation,England,E92000001,2022-02-14,42492,15721949,38432,15060740,4060,661209
nation,England,E92000001,2022-02-13,32326,15679457,29342,15022308,2984,657149
nation,England,E92000001,2022-02-12,29142,15647131,26641,14992966,2501,654165
nation,England,E92000001,2022-02-11,34943,15617989,31725,14966325,3218,651664
nation,England,E92000001,2022-02-10,41331,15583046,37253,14934600,4078,648446
nation,England,E92000001,2022-02-09,51014,15541715,45962,14897347,5052,644368
nation,England,E92000001,2022-02-08,55437,15490701,49986,14851385,5451,639316
nation,England,E92000001,2022-02-07,62672,15435264,56299,14801399,6373,633865
nation,England,E92000001,2022-02-06,50146,15372592,45156,14745100,4990,627492
nation,England,E92000001,2022-02-05,43233,15322446,39305,14699944,3928,622502
nation,England,E92000001,2022-02-04,52556,15279213,47717,14660639,4839,618574
nation,England,E92000001,2022-02-03,64032,15226657,57739,14612922,6293,613735
nation,England,E92000001,2022-02-02,73909,15162625,66620,14555183,7289,607442
nation,England,E92000001,2022-02-01,78512,15088716,70498,14488563,8014,600153
nation,England,E92000001,2022-01-31,88503,15010204,79484,14418065,9019,592139
nation,England,E92000001,2022-01-30,74980,14921701,67587,14338581,7393,583120
nation,England,E92000001,2022-01-29,63024,14846721,57278,14270994,5746,575727
nation,England,E92000001,2022-01-28,71682,14783697,64864,14213716,6818,569981
nation,England,E92000001,2022-01-27,82727,14712015,74670,14148852,8057,563163
nation,England,E92000001,2022-01-26,93211,14629288,83994,14074182,9217,555106
nation,England,E92000001,2022-01-25,96954,14536077,87344,13990188,9610,545889
nation,England,E92000001,2022-01-24,109233,14439123,98278,13902844,10955,536279
nation,England,E92000001,2022-01-23,88557,14329890,80098,13804566,8459,525324
nation,England,E92000001,2022-01-22,70483,14241333,64190,13724468,6293,516865
nation,England,E92000001,2022-01-21,79174,14170850,71812,13660278,7362,510572
nation,England,E92000001,2022-01-20,86953,14091676,78896,13588466,8057,503210
nation,England,E92000001,2022-01-19,97334,14004723,88152,13509570,9182,495153
nation,England,E92000001,2022-01-18,103308,13907389,93489,13421418,9819,485971
nation,England,E92000001,2022-01-17,114776,13804081,103816,13327929,10960,476152
nation,England,E92000001,2022-01-16,85599,13689305,77694,13224113,7905,465192
nation,England,E92000001,2022-01-15,67820,13603706,62053,13146419,5767,457287
nation,England,E92000001,2022-01-14,75174,13535886,68447,13084366,6727,451520
nation,England,E92000001,2022-01-13,84133,13460712,76294,13015919,7839,444793
nation,England,E92000001,2022-01-12,90002,13376579,81440,12939625,8562,436954
nation,England,E92000001,2022-01-11,100980,13286577,91496,12858185,9484,428392
nation,England,E92000001,2022-01-10,116341,13185597,105280,12766689,11061,418908
nation,England,E92000001,2022-01-09,83079,13069256,75304,12661409,7775,407847
nation,England,E92000001,2022-01-08,81219,12986177,73717,12586105,7502,400072
nation,England,E92000001,2022-01-07,105080,12904958,94765,12512388,10315,392570
nation,England,E92000001,2022-01-06,150787,12799878,134877,12417623,15910,382255
nation,England,E92000001,2022-01-05,183803,12649091,164549,12282746,19254,366345
nation,England,E92000001,2022-01-04,234872,12465288,210588,12118197,24284,347091
nation,England,E92000001,2022-01-03,193616,12230416,173525,11907609,20091,322807
nation,England,E92000001,2022-01-02,148609,12036800,133959,11734084,14650,302716
nation,England,E92000001,2022-01-01,99304,11888191,90306,11600125,8998,288066
nation,England,E92000001,2021-12-31,152886,11788887,138926,11509819,13960,279068
nation,England,E92000001,2021-12-30,192824,11636001,175036,11370893,17788,265108
nation,England,E92000001,2021-12-29,224030,11443177,204430,11195857,19600,247320
nation,England,E92000001,2021-12-28,170584,11219147,155665,10991427,14919,227720
nation,England,E92000001,2021-12-27,155566,11048563,142562,10835762,13004,212801
nation,England,E92000001,2021-12-26,98916,10892997,91201,10693200,7715,199797
nation,England,E92000001,2021-12-25,59912,10794081,55562,10601999,4350,192082
nation,England,E92000001,2021-12-24,117562,10734169,108028,10546437,9534,187732
nation,England,E92000001,2021-12-23,137021,10616607,125445,10438409,11576,178198
nation,England,E92000001,2021-12-22,138142,10479586,126489,10312964,11653,166622
nation,England,E92000001,2021-12-21,129599,10341444,119021,10186475,10578,154969
nation,England,E92000001,2021-12-20,117576,10211845,108417,10067454,9159,144391
nation,England,E92000001,2021-12-19,78497,10094269,72713,9959037,5784,135232
nation,England,E92000001,2021-12-18,78930,10015772,73210,9886324,5720,129448
nation,England,E92000001,2021-12-17,84967,9936842,78647,9813114,6320,123728
nation,England,E92000001,2021-12-16,93803,9851875,86929,9734467,6874,117408
nation,England,E92000001,2021-12-15,99653,9758072,92593,9647538,7060,110534
nation,England,E92000001,2021-12-14,90717,9658419,84773,9554945,5944,103474
nation,England,E92000001,2021-12-13,76507,9567702,72509,9470172,3998,97530
nation,England,E92000001,2021-12-12,46367,9491195,44506,9397663,1861,93532
nation,England,E92000001,2021-12-11,41940,9444828,40517,9353157,1423,91671
nation,England,E92000001,2021-12-10,45017,9402888,43538,9312640,1479,90248
nation,England,E92000001,2021-12-09,48816,9357871,47247,9269102,1569,88769
nation,England,E92000001,2021-12-08,50059,9309055,48591,9221855,1468,87200
nation,England,E92000001,2021-12-07,48146,9258996,46904,9173264,1242,85732
nation,England,E92000001,2021-12-06,51122,9210850,49978,9126360,1144,84490
nation,England,E92000001,2021-12-05,35037,9159728,34455,9076382,582,83346
nation,England,E92000001,2021-12-04,33379,9124691,32836,9041927,543,82764
nation,England,E92000001,2021-12-03,39222,9091312,38624,9009091,598,82221
nation,England,E92000001,2021-12-02,43045,9052090,42393,8970467,652,81623
nation,England,E92000001,2021-12-01,47263,9009045,46562,8928074,701,80971
nation,England,E92000001,2021-11-30,47631,8961782,46945,8881512,686,80270
nation,England,E92000001,2021-11-29,47940,8914151,47192,8834567,748,79584
nation,England,E92000001,2021-11-28,33857,8866211,33400,8787375,457,78836
nation,England,E92000001,2021-11-27,28459,8832354,28080,8753975,379,78379
nation,England,E92000001,2021-11-26,33666,8803895,33212,8725895,454,78000
nation,England,E92000001,2021-11-25,37142,8770229,36587,8692683,555,77546
nation,England,E92000001,2021-11-24,39880,8733087,39314,8656096,566,76991
nation,England,E92000001,2021-11-23,41015,8693207,40483,8616782,532,76425
nation,England,E92000001,2021-11-22,42868,8652192,42309,8576299,559,75893
nation,England,E92000001,2021-11-21,31763,8609324,31360,8533990,403,75334
nation,England,E92000001,2021-11-20,29868,8577561,29498,8502630,370,74931
nation,England,E92000001,2021-11-19,33186,8547693,32774,8473132,412,74561
nation,England,E92000001,2021-11-18,37097,8514507,36605,8440358,492,74149
nation,England,E92000001,2021-11-17,38256,8477410,37770,8403753,486,73657
nation,England,E92000001,2021-11-16,38656,8439154,38112,8365983,544,73171
nation,England,E92000001,2021-11-15,42477,8400498,41891,8327871,586,72627
nation,England,E92000001,2021-11-14,29599,8358021,29241,8285980,358,72041
nation,England,E92000001,2021-11-13,27357,8328422,27041,8256739,316,71683
nation,England,E92000001,2021-11-12,31337,8301065,30918,8229698,419,71367
nation,England,E92000001,2021-11-11,33700,8269728,33234,8198780,466,70948
nation,England,E92000001,2021-11-10,35390,8236028,34911,8165546,479,70482
nation,England,E92000001,2021-11-09,34679,8200638,34204,8130635,475,70003
nation,England,E92000001,2021-11-08,36138,8165959,35607,8096431,531,69528
nation,England,E92000001,2021-11-07,25447,8129821,25107,8060824,340,68997
nation,England,E92000001,2021-11-06,22581,8104374,22280,8035717,301,68657
nation,England,E92000001,2021-11-05,24405,8081793,24039,8013437,366,68356
nation,England,E92000001,2021-11-04,27378,8057388,27032,7989398,346,67990
nation,England,E92000001,2021-11-03,29396,8030010,29014,7962366,382,67644
nation,England,E92000001,2021-11-02,31328,8000614,30911,7933352,417,67262
nation,England,E92000001,2021-11-01,37663,7969286,37115,7902441,548,66845
nation,England,E92000001,2021-10-31,29564,7931623,29166,7865326,398,66297
nation,England,E92000001,2021-10-30,28243,7902059,27952,7836160,291,65899
nation,England,E92000001,2021-10-29,33995,7873816,33562,7808208,433,65608
nation,England,E92000001,2021-10-28,35077,7839821,34647,7774646,430,65175
nation,England,E92000001,2021-10-27,36524,7804744,36100,7739999,424,64745
nation,England,E92000001,2021-10-26,35276,7768220,34861,7703899,415,64321
nation,England,E92000001,2021-10-25,39957,7732944,39459,7669038,498,63906
nation,England,E92000001,2021-10-24,30092,7692987,29748,7629579,344,63408
nation,England,E92000001,2021-10-23,29747,7662895,29419,7599831,328,63064
nation,England,E92000001,2021-10-22,34507,7633148,34088,7570412,419,62736
nation,England,E92000001,2021-10-21,38580,7598641,38112,7536324,468,62317
nation,England,E92000001,2021-10-20,43963,7560061,43482,7498212,481,61849
nation,England,E92000001,2021-10-19,44630,7516098,44105,7454730,525,61368
nation,England,E92000001,2021-10-18,49257,7471468,48654,7410625,603,60843
nation,England,E92000001,2021-10-17,37502,7422211,37121,7361971,381,60240
nation,England,E92000001,2021-10-16,31639,7384709,31301,7324850,338,59859
nation,England,E92000001,2021-10-15,36631,7353070,36254,7293549,377,59521
nation,England,E92000001,2021-10-14,39263,7316439,38782,7257295,481,59144
nation,England,E92000001,2021-10-13,40546,7277176,40095,7218513,451,58663
nation,England,E92000001,2021-10-12,40892,7236630,40395,7178418,497,58212
nation,England,E92000001,2021-10-11,43115,7195738,42656,7138023,459,57715
nation,England,E92000001,2021-10-10,31499,7152623,31160,7095367,339,57256
nation,England,E92000001,2021-10-09,27180,7121124,26865,7064207,315,56917
nation,England,E92000001,2021-10-08,29847,7093944,29494,7037342,353,56602
nation,England,E92000001,2021-10-07,32158,7064097,31790,7007848,368,56249
nation,England,E92000001,2021-10-06,32547,7031939,32176,6976058,371,55881
nation,England,E92000001,2021-10-05,32268,6999392,31874,6943882,394,55510
nation,England,E92000001,2021-10-04,36476,6967124,36086,6912008,390,55116
nation,England,E92000001,2021-10-03,27137,6930648,26847,6875922,290,54726
nation,England,E92000001,2021-10-02,21873,6903511,21655,6849075,218,54436
nation,England,E92000001,2021-10-01,24134,6881638,23857,6827420,277,54218
nation,England,E92000001,2021-09-30,26809,6857504,26504,6803563,305,53941
nation,England,E92000001,2021-09-29,28688,6830695,28378,6777059,310,53636
nation,England,E92000001,2021-09-28,29627,6802007,29265,6748681,362,53326
nation,England,E92000001,2021-09-27,34595,6772380,34165,6719416,430,52964
nation,England,E92000001,2021-09-26,26814,6737785,26477,6685251,337,52534
nation,England,E92000001,2021-09-25,23389,6710971,23118,6658774,271,52197
nation,England,E92000001,2021-09-24,25754,6687582,25426,6635656,328,51926
nation,England,E92000001,2021-09-23,28340,6661828,27940,6610230,400,51598
nation,England,E92000001,2021-09-22,28789,6633488,28435,6582290,354,51198
nation,England,E92000001,2021-09-21,30547,6604699,30181,6553855,366,50844
nation,England,E92000001,2021-09-20,32121,6574152,31714,6523674,407,50478
nation,England,E92000001,2021-09-19,24789,6542031,24479,6491960,310,50071
nation,England,E92000001,2021-09-18,20926,6517242,20672,6467481,254,49761
nation,England,E92000001,2021-09-17,22375,6496316,22113,6446809,262,49507
nation,England,E92000001,2021-09-16,22319,6473941,22040,6424696,279,49245
nation,England,E92000001,2021-09-15,22414,6451622,22148,6402656,266,48966
nation,England,E92000001,2021-09-14,22640,6429208,22343,6380508,297,48700
nation,England,E92000001,2021-09-13,25199,6406568,24869,6358165,330,48403
nation,England,E92000001,2021-09-12,17879,6381369,17643,6333296,236,48073
nation,England,E92000001,2021-09-11,16956,6363490,16740,6315653,216,47837
nation,England,E92000001,2021-09-10,21031,6346534,20736,6298913,295,47621
nation,England,E92000001,2021-09-09,24440,6325503,24122,6278177,318,47326
nation,England,E92000001,2021-09-08,25660,6301063,25271,6254055,389,47008
nation,England,E92000001,2021-09-07,27938,6275403,27585,6228784,353,46619
nation,England,E92000001,2021-09-06,33135,6247465,32685,6201199,450,46266
nation,England,E92000001,2021-09-05,23457,6214330,23160,6168514,297,45816
nation,England,E92000001,2021-09-04,23409,6190873,23140,6145354,269,45519
nation,England,E92000001,2021-09-03,28728,6167464,28366,6122214,362,45250
nation,England,E92000001,2021-09-02,30636,6138736,30229,6093848,407,44888
nation,England,E92000001,2021-09-01,31601,6108100,31217,6063619,384,44481
nation,England,E92000001,2021-08-31,33565,6076499,33122,6032402,443,44097
nation,England,E92000001,2021-08-30,24972,6042934,24647,5999280,325,43654
nation,England,E92000001,2021-08-29,19152,6017962,18909,5974633,243,43329
nation,England,E92000001,2021-08-28,20138,5998810,19903,5955724,235,43086
nation,England,E92000001,2021-08-27,24252,5978672,23953,5935821,299,42851
nation,England,E92000001,2021-08-26,26482,5954420,26116,5911868,366,42552
nation,England,E92000001,2021-08-25,27901,5927938,27545,5885752,356,42186
nation,England,E92000001,2021-08-24,28212,5900037,27836,5858207,376,41830
nation,England,E92000001,2021-08-23,30333,5871825,29948,5830371,385,41454
nation,England,E92000001,2021-08-22,22409,5841492,22157,5800423,252,41069
nation,England,E92000001,2021-08-21,22603,5819083,22341,5778266,262,40817
nation,England,E92000001,2021-08-20,25555,5796480,25234,5755925,321,40555
nation,England,E92000001,2021-08-19,29080,5770925,28676,5730691,404,40234
nation,England,E92000001,2021-08-18,31426,5741845,30979,5702015,447,39830
nation,England,E92000001,2021-08-17,31095,5710419,30626,5671036,469,39383
nation,England,E92000001,2021-08-16,30860,5679324,30423,5640410,437,38914
nation,England,E92000001,2021-08-15,21280,5648464,21019,5609987,261,38477
nation,England,E92000001,2021-08-14,21336,5627184,21103,5588968,233,38216
nation,England,E92000001,2021-08-13,24991,5605848,24670,5567865,321,37983
nation,England,E92000001,2021-08-12,27690,5580857,27304,5543195,386,37662
nation,England,E92000001,2021-08-11,29134,5553167,28778,5515891,356,37276
nation,England,E92000001,2021-08-10,27610,5524033,27216,5487113,394,36920
nation,England,E92000001,2021-08-09,28292,5496423,27877,5459897,415,36526
nation,England,E92000001,2021-08-08,20157,5468131,19901,5432020,256,36111
nation,England,E92000001,2021-08-07,19957,5447974,19678,5412119,279,35855
nation,England,E92000001,2021-08-06,24851,5428017,24500,5392441,351,35576
nation,England,E92000001,2021-08-05,28125,5403166,27757,5367941,368,35225
nation,England,E92000001,2021-08-04,28895,5375041,28499,5340184,396,34857
nation,England,E92000001,2021-08-03,27061,5346146,26696,5311685,365,34461
nation,England,E92000001,2021-08-02,26580,5319085,26198,5284989,382,34096
nation,England,E92000001,2021-08-01,18714,5292505,18472,5258791,242,33714
nation,England,E92000001,2021-07-31,18449,5273791,18172,5240319,277,33472
nation,England,E92000001,2021-07-30,22110,5255342,21789,5222147,321,33195
nation,England,E92000001,2021-07-29,25361,5233232,25012,5200358,349,32874
nation,England,E92000001,2021-07-28,26925,5207871,26568,5175346,357,32525
nation,England,E92000001,2021-07-27,26027,5180946,25651,5148778,376,32168
nation,England,E92000001,2021-07-26,26540,5154919,26173,5123127,367,31792
nation,England,E92000001,2021-07-25,19657,5128379,19405,5096954,252,31425
nation,England,E92000001,2021-07-24,20276,5108722,20013,5077549,263,31173
nation,England,E92000001,2021-07-23,24586,5088446,24280,5057536,306,30910
nation,England,E92000001,2021-07-22,27711,5063860,27382,5033256,329,30604
nation,England,E92000001,2021-07-21,31676,5036149,31292,5005874,384,30275
nation,England,E92000001,2021-07-20,35948,5004473,35418,4974582,530,29891
nation,England,E92000001,2021-07-19,43401,4968525,42819,4939164,582,29361
nation,England,E92000001,2021-07-18,33163,4925124,32765,4896345,398,28779
nation,England,E92000001,2021-07-17,35280,4891961,34904,4863580,376,28381
nation,England,E92000001,2021-07-16,51138,4856681,50519,4828676,619,28005
nation,England,E92000001,2021-07-15,57583,4805543,56823,4778157,760,27386
nation,England,E92000001,2021-07-14,50320,4747960,49653,4721334,667,26626
nation,England,E92000001,2021-07-13,43246,4697640,42656,4671681,590,25959
nation,England,E92000001,2021-07-12,40478,4654394,39958,4629025,520,25369
nation,England,E92000001,2021-07-11,27418,4613916,27133,4589067,285,24849
nation,England,E92000001,2021-07-10,25411,4586498,25117,4561934,294,24564
nation,England,E92000001,2021-07-09,29049,4561087,28692,4536817,357,24270
nation,England,E92000001,2021-07-08,29927,4532038,29536,4508125,391,23913
nation,England,E92000001,2021-07-07,34274,4502111,33813,4478589,461,23522
nation,England,E92000001,2021-07-06,31627,4467837,31200,4444776,427,23061
nation,England,E92000001,2021-07-05,30215,4436210,29762,4413576,453,22634
nation,England,E92000001,2021-07-04,21806,4405995,21525,4383814,281,22181
nation,England,E92000001,2021-07-03,20638,4384189,20365,4362289,273,21900
nation,England,E92000001,2021-07-02,22288,4363551,21956,4341924,332,21627
nation,England,E92000001,2021-07-01,24267,4341263,23840,4319968,427,21295
nation,England,E92000001,2021-06-30,23941,4316996,23593,4296128,348,20868
nation,England,E92000001,2021-06-29,23250,4293055,22881,4272535,369,20520
nation,England,E92000001,2021-06-28,23511,4269805,23077,4249654,434,20151
nation,England,E92000001,2021-06-27,15407,4246294,15150,4226577,257,19717
nation,England,E92000001,2021-06-26,13486,4230887,13273,4211427,213,19460
nation,England,E92000001,2021-06-25,14901,4217401,14626,4198154,275,19247
nation,England,E92000001,2021-06-24,15082,4202500,14813,4183528,269,18972
nation,England,E92000001,2021-06-23,14806,4187418,14524,4168715,282,18703
nation,England,E92000001,2021-06-22,13564,4172612,13316,4154191,248,18421
nation,England,E92000001,2021-06-21,12708,4159048,12487,4140875,221,18173
nation,England,E92000001,2021-06-20,8204,4146340,8066,4128388,138,17952
nation,England,E92000001,2021-06-19,7127,4138136,6990,4120322,137,17814
nation,England,E92000001,2021-06-18,8772,4131009,8565,4113332,207,17677
nation,England,E92000001,2021-06-17,9523,4122237,9293,4104767,230,17470
nation,England,E92000001,2021-06-16,9411,4112714,9240,4095474,171,17240
nation,England,E92000001,2021-06-15,9154,4103303,8936,4086234,218,17069
nation,England,E92000001,2021-06-14,8941,4094149,8766,4077298,175,16851
nation,England,E92000001,2021-06-13,6075,4085208,5957,4068532,118,16676
nation,England,E92000001,2021-06-12,5422,4079133,5310,4062575,112,16558
nation,England,E92000001,2021-06-11,6510,4073711,6375,4057265,135,16446
nation,England,E92000001,2021-06-10,6717,4067201,6582,4050890,135,16311
nation,England,E92000001,2021-06-09,6919,4060484,6794,4044308,125,16176
nation,England,E92000001,2021-06-08,6630,4053565,6476,4037514,154,16051
nation,England,E92000001,2021-06-07,6790,4046935,6648,4031038,142,15897
nation,England,E92000001,2021-06-06,4730,4040145,4641,4024390,89,15755
nation,England,E92000001,2021-06-05,3964,4035415,3909,4019749,55,15666
nation,England,E92000001,2021-06-04,4885,4031451,4797,4015840,88,15611
nation,England,E92000001,2021-06-03,5131,4026566,5019,4011043,112,15523
nation,England,E92000001,2021-06-02,5039,4021435,4952,4006024,87,15411
nation,England,E92000001,2021-06-01,4515,4016396,4391,4001072,124,15324
nation,England,E92000001,2021-05-31,3170,4011881,3089,3996681,81,15200
nation,England,E92000001,2021-05-30,2598,4008711,2551,3993592,47,15119
nation,England,E92000001,2021-05-29,2462,4006113,2420,3991041,42,15072
nation,England,E92000001,2021-05-28,2929,4003651,2853,3988621,76,15030
nation,England,E92000001,2021-05-27,3075,4000722,2990,3985768,85,14954
nation,England,E92000001,2021-05-26,3179,3997647,3099,3982778,80,14869
nation,England,E92000001,2021-05-25,2797,3994468,2712,3979679,85,14789
nation,England,E92000001,2021-05-24,2750,3991671,2659,3976967,91,14704
nation,England,E92000001,2021-05-23,1918,3988921,1863,3974308,55,14613
nation,England,E92000001,2021-05-22,1606,3987003,1554,3972445,52,14558
nation,England,E92000001,2021-05-21,1871,3985397,1821,3970891,50,14506
nation,England,E92000001,2021-05-20,2000,3983526,1934,3969070,66,14456
nation,England,E92000001,2021-05-19,2261,3981526,2194,3967136,67,14390
nation,England,E92000001,2021-05-18,2241,3979265,2165,3964942,76,14323
nation,England,E92000001,2021-05-17,2341,3977024,2264,3962777,77,14247
nation,England,E92000001,2021-05-16,1587,3974683,1542,3960513,45,14170
nation,England,E92000001,2021-05-15,1306,3973096,1271,3958971,35,14125
nation,England,E92000001,2021-05-14,1540,3971790,1482,3957700,58,14090
nation,England,E92000001,2021-05-13,1737,3970250,1679,3956218,58,14032
nation,England,E92000001,2021-05-12,1869,3968513,1798,3954539,71,13974
nation,England,E92000001,2021-05-11,1871,3966644,1805,3952741,66,13903
nation,England,E92000001,2021-05-10,2325,3964773,2260,3950936,65,13837
nation,England,E92000001,2021-05-09,1985,3962448,1915,3948676,70,13772
nation,England,E92000001,2021-05-08,1301,3960463,1260,3946761,41,13702
nation,England,E92000001,2021-05-07,1657,3959162,1599,3945501,58,13661
nation,England,E92000001,2021-05-06,1967,3957505,1884,3943902,83,13603
nation,England,E92000001,2021-05-05,2203,3955538,2109,3942018,94,13520
nation,England,E92000001,2021-05-04,2200,3953335,2121,3939909,79,13426
nation,England,E92000001,2021-05-03,1806,3951135,1752,3937788,54,13347
nation,England,E92000001,2021-05-02,1305,3949329,1257,3936036,48,13293
nation,England,E92000001,2021-05-01,1210,3948024,1167,3934779,43,13245
nation,England,E92000001,2021-04-30,1528,3946814,1456,3933612,72,13202
nation,England,E92000001,2021-04-29,1901,3945286,1819,3932156,82,13130
nation,England,E92000001,2021-04-28,2153,3943385,2080,3930337,73,13048
nation,England,E92000001,2021-04-27,1809,3941232,1750,3928257,59,12975
nation,England,E92000001,2021-04-26,2268,3939423,2164,3926507,104,12916
nation,England,E92000001,2021-04-25,1897,3937155,1831,3924343,66,12812
nation,England,E92000001,2021-04-24,1300,3935258,1256,3922512,44,12746
nation,England,E92000001,2021-04-23,1701,3933958,1626,3921256,75,12702
nation,England,E92000001,2021-04-22,2032,3932257,1944,3919630,88,12627
nation,England,E92000001,2021-04-21,2298,3930225,2215,3917686,83,12539
nation,England,E92000001,2021-04-20,2112,3927927,2005,3915471,107,12456
nation,England,E92000001,2021-04-19,2268,3925815,2182,3913466,86,12349
nation,England,E92000001,2021-04-18,2281,3923547,2214,3911284,67,12263
nation,England,E92000001,2021-04-17,1398,3921266,1361,3909070,37,12196
